block
2
25	50	6
25	75	12
25	100	12
25	125	12
25	150	24
25	175	24
25	200	24
25	225	24
25	250	24
25	275	48
25	300	48
25	325	48
25	350	48
25	375	48
25	400	48
25	425	48
25	450	48
25	475	48
25	500	48
25	525	96
25	550	96
25	575	96
25	600	96
25	625	96
25	650	96
25	675	96
25	700	96
25	725	96
25	750	96
25	775	96
25	800	96
25	825	96
25	850	96
25	875	96
25	900	96
25	925	96
25	950	96
25	975	96
25	1000	96
25	1025	192
25	1050	192
25	1075	192
25	1100	192
25	1125	192
25	1150	192
25	1175	192
25	1200	192
25	1225	192
25	1250	192
25	1275	192
25	1300	192
25	1325	192
25	1350	192
25	1375	192
25	1400	192
25	1425	192
25	1450	192
25	1475	192
25	1500	192
25	1525	192
25	1550	192
25	1575	192
25	1600	192
25	1625	192
25	1650	192
25	1675	192
25	1700	192
25	1725	192
25	1750	192
25	1775	192
25	1800	192
25	1825	192
25	1850	192
25	1875	192
25	1900	192
25	1925	192
25	1950	192
25	1975	192
25	2000	192
25	2025	192
25	2050	384
25	2075	384
25	2100	384
25	2125	384
25	2150	384
25	2175	384
25	2200	384
25	2225	384
25	2250	384
25	2275	384
25	2300	384
25	2325	384
25	2350	384
25	2375	384
25	2400	384
25	2425	384
25	2450	384
25	2475	384
25	2500	384
25	2525	384
25	2550	384
25	2575	384
25	2600	384
25	2625	384
25	2650	384
25	2675	384
25	2700	384
25	2725	384
25	2750	384
25	2775	384
25	2800	384
25	2825	384
25	2850	384
25	2875	384
25	2900	384
25	2925	384
25	2950	384
25	2975	384
25	3000	384
25	3025	384
25	3050	384
25	3075	384
25	3100	384
25	3125	384
25	3150	384
25	3175	384
25	3200	384
25	3225	384
25	3250	384
25	3275	384
25	3300	384
25	3325	384
25	3350	384
25	3375	384
25	3400	384
25	3425	384
25	3450	384
25	3475	384
25	3500	384
25	3525	384
25	3550	384
25	3575	384
25	3600	384
25	3625	384
25	3650	384
25	3675	384
25	3700	384
25	3725	384
25	3750	384
25	3775	384
25	3800	384
25	3825	384
25	3850	384
25	3875	384
25	3900	384
25	3925	384
25	3950	384
25	3975	384
25	4000	384
25	4025	384
25	4050	384
25	4075	384
25	4100	768
25	4125	768
25	4150	768
25	4175	768
25	4200	768
25	4225	768
25	4250	768
25	4275	768
25	4300	768
25	4325	768
25	4350	768
25	4375	768
25	4400	768
25	4425	768
25	4450	768
25	4475	768
25	4500	768
25	4525	768
25	4550	768
25	4575	768
25	4600	768
25	4625	768
25	4650	768
25	4675	768
25	4700	768
25	4725	768
25	4750	768
25	4775	768
25	4800	768
25	4825	768
25	4850	768
25	4875	768
25	4900	768
25	4925	768
25	4950	768
25	4975	768
25	5000	768
25	5025	768
25	5050	768
25	5075	768
25	5100	768
25	5125	768
25	5150	768
25	5175	768
25	5200	768
25	5225	768
25	5250	768
25	5275	768
25	5300	768
25	5325	768
25	5350	768
25	5375	768
25	5400	768
25	5425	768
25	5450	768
25	5475	768
25	5500	768
25	5525	768
25	5550	768
25	5575	768
25	5600	768
25	5625	768
25	5650	768
25	5675	768
25	5700	768
25	5725	768
25	5750	768
25	5775	768
25	5800	768
25	5825	768
25	5850	768
25	5875	768
25	5900	768
25	5925	768
25	5950	768
25	5975	768
25	6000	768
25	6025	768
25	6050	768
25	6075	768
25	6100	768
25	6125	768
25	6150	768
25	6175	768
25	6200	768
25	6225	768
25	6250	768
25	6275	768
25	6300	768
25	6325	768
25	6350	768
25	6375	768
25	6400	768
25	6425	768
25	6450	768
25	6475	768
25	6500	768
25	6525	768
25	6550	768
25	6575	768
25	6600	768
25	6625	768
25	6650	768
25	6675	768
25	6700	768
25	6725	768
25	6750	768
25	6775	768
25	6800	768
25	6825	768
25	6850	768
25	6875	768
25	6900	768
25	6925	768
25	6950	768
25	6975	768
25	7000	768
